D:\dataset\IMG\center_2021_01_24_16_56_51_944.jpg, D:\dataset\IMG\left_2021_01_24_16_56_51_944.jpg, D:\dataset\IMG\right_2021_01_24_16_56_51_944.jpg, -0.0257505, 0.408126, 0, 0.3583423
D:\dataset\IMG\center_2021_01_24_16_56_52_046.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_046.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_046.jpg, -0.3251751, 0.7075505, 0, 1.017107
D:\dataset\IMG\center_2021_01_24_16_56_52_148.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_148.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_148.jpg, -0.6225948, 1, 0, 2.083355
D:\dataset\IMG\center_2021_01_24_16_56_52_251.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_251.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_251.jpg, -0.9196104, 1, 0, 3.211247
D:\dataset\IMG\center_2021_01_24_16_56_52_350.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_350.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_350.jpg, -0.9385584, 1, 0, 4.329093
D:\dataset\IMG\center_2021_01_24_16_56_52_452.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_452.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_452.jpg, -0.6363572, 1, 0, 5.49723
D:\dataset\IMG\center_2021_01_24_16_56_52_554.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_554.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_554.jpg, -0.3371675, 1, 0, 6.6614
D:\dataset\IMG\center_2021_01_24_16_56_52_655.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_655.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_655.jpg, -0.03767961, 1, 0, 7.798092
D:\dataset\IMG\center_2021_01_24_16_56_52_756.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_756.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_756.jpg, -0.2573514, 1, 0, 8.918489
D:\dataset\IMG\center_2021_01_24_16_56_52_858.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_858.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_858.jpg, -0.5632346, 1, 0, 9.966409
D:\dataset\IMG\center_2021_01_24_16_56_52_959.jpg, D:\dataset\IMG\left_2021_01_24_16_56_52_959.jpg, D:\dataset\IMG\right_2021_01_24_16_56_52_959.jpg, -0.4947055, 1, 0, 11.0119
D:\dataset\IMG\center_2021_01_24_16_56_53_059.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_059.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_059.jpg, -0.1927555, 1, 0, 12.23146
D:\dataset\IMG\center_2021_01_24_16_56_53_162.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_162.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_162.jpg, 0, 1, 0, 13.52055
D:\dataset\IMG\center_2021_01_24_16_56_53_263.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_263.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_263.jpg, 0, 1, 0, 14.40655
D:\dataset\IMG\center_2021_01_24_16_56_53_364.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_364.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_364.jpg, -0.179076, 1, 0, 15.64628
D:\dataset\IMG\center_2021_01_24_16_56_53_465.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_465.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_465.jpg, -0.430144, 1, 0, 16.38351
D:\dataset\IMG\center_2021_01_24_16_56_53_565.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_565.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_565.jpg, -0.1305702, 1, 0, 17.63696
D:\dataset\IMG\center_2021_01_24_16_56_53_665.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_665.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_665.jpg, -0.034506, 1, 0, 18.47555
D:\dataset\IMG\center_2021_01_24_16_56_53_766.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_766.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_766.jpg, -0.3369177, 1, 0, 19.61445
D:\dataset\IMG\center_2021_01_24_16_56_53_868.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_868.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_868.jpg, -0.2858413, 1, 0, 20.4459
D:\dataset\IMG\center_2021_01_24_16_56_53_971.jpg, D:\dataset\IMG\left_2021_01_24_16_56_53_971.jpg, D:\dataset\IMG\right_2021_01_24_16_56_53_971.jpg, 0, 1, 0, 21.52702
D:\dataset\IMG\center_2021_01_24_16_56_54_071.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_071.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_071.jpg, 0, 1, 0, 22.462
D:\dataset\IMG\center_2021_01_24_16_56_54_171.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_171.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_171.jpg, -0.2720529, 1, 0, 23.44523
D:\dataset\IMG\center_2021_01_24_16_56_54_272.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_272.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_272.jpg, -0.2322988, 1, 0, 24.33679
D:\dataset\IMG\center_2021_01_24_16_56_54_373.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_373.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_373.jpg, -0.0398202, 1, 0, 25.29923
D:\dataset\IMG\center_2021_01_24_16_56_54_474.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_474.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_474.jpg, -0.3396462, 1, 0, 26.22214
D:\dataset\IMG\center_2021_01_24_16_56_54_576.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_576.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_576.jpg, -0.2412444, 1, 0, 27.09587
D:\dataset\IMG\center_2021_01_24_16_56_54_679.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_679.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_679.jpg, 0, 1, 0, 28.02767
D:\dataset\IMG\center_2021_01_24_16_56_54_779.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_779.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_779.jpg, 0, 1, 0, 28.94907
D:\dataset\IMG\center_2021_01_24_16_56_54_883.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_883.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_883.jpg, -0.2227584, 1, 0, 30.03147
D:\dataset\IMG\center_2021_01_24_16_56_54_985.jpg, D:\dataset\IMG\left_2021_01_24_16_56_54_985.jpg, D:\dataset\IMG\right_2021_01_24_16_56_54_985.jpg, -0.1543404, 1, 0, 30.18995
D:\dataset\IMG\center_2021_01_24_16_56_55_086.jpg, D:\dataset\IMG\left_2021_01_24_16_56_55_086.jpg, D:\dataset\IMG\right_2021_01_24_16_56_55_086.jpg, 0, 1, 0, 30.18967
D:\dataset\IMG\center_2021_01_24_16_56_55_189.jpg, D:\dataset\IMG\left_2021_01_24_16_56_55_189.jpg, D:\dataset\IMG\right_2021_01_24_16_56_55_189.jpg, 0, 1, 0, 30.19025
D:\dataset\IMG\center_2021_01_24_16_56_55_291.jpg, D:\dataset\IMG\left_2021_01_24_16_56_55_291.jpg, D:\dataset\IMG\right_2021_01_24_16_56_55_291.jpg, 0, 1, 0, 30.19029
D:\dataset\IMG\center_2021_01_24_16_56_55_392.jpg, D:\dataset\IMG\left_2021_01_24_16_56_55_392.jpg, D:\dataset\IMG\right_2021_01_24_16_56_55_392.jpg, 0, 1, 0, 30.19037
D:\dataset\IMG\center_2021_01_24_16_56_55_494.jpg, D:\dataset\IMG\left_2021_01_24_16_56_55_494.jpg, D:\dataset\IMG\right_2021_01_24_16_56_55_494.jpg, -0.2726337, 1, 0, 30.17186
D:\dataset\IMG\center_2021_01_24_16_56_55_595.jpg, D:\dataset\IMG\left_2021_01_24_16_56_55_595.jpg, D:\dataset\IMG\right_2021_01_24_16_56_55_595.jpg, -0.01684411, 1, 0, 30.19019
D:\dataset\IMG\center_2021_01_24_16_56_55_695.jpg, D:\dataset\IMG\left_2021_01_24_16_56_55_695.jpg, D:\dataset\IMG\right_2021_01_24_16_56_55_695.jpg, 0, 1, 0, 30.19003
D:\dataset\IMG\center_2021_01_24_16_56_55_797.jpg, D:\dataset\IMG\left_2021_01_24_16_56_55_797.jpg, D:\dataset\IMG\right_2021_01_24_16_56_55_797.jpg, 0, 1, 0, 30.19026
D:\dataset\IMG\center_2021_01_24_16_56_55_901.jpg, D:\dataset\IMG\left_2021_01_24_16_56_55_901.jpg, D:\dataset\IMG\right_2021_01_24_16_56_55_901.jpg, 0, 1, 0, 30.18941
D:\dataset\IMG\center_2021_01_24_16_56_56_002.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_002.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_002.jpg, -0.09765299, 1, 0, 30.18797
D:\dataset\IMG\center_2021_01_24_16_56_56_104.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_104.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_104.jpg, -0.2485545, 1, 0, 30.17732
D:\dataset\IMG\center_2021_01_24_16_56_56_206.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_206.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_206.jpg, 0, 1, 0, 30.18867
D:\dataset\IMG\center_2021_01_24_16_56_56_306.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_306.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_306.jpg, 0, 1, 0, 30.19012
D:\dataset\IMG\center_2021_01_24_16_56_56_407.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_407.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_407.jpg, 0, 1, 0, 30.1903
D:\dataset\IMG\center_2021_01_24_16_56_56_509.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_509.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_509.jpg, -0.2057829, 1, 0, 30.17966
D:\dataset\IMG\center_2021_01_24_16_56_56_611.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_611.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_611.jpg, -0.1457343, 1, 0, 30.18986
D:\dataset\IMG\center_2021_01_24_16_56_56_711.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_711.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_711.jpg, 0, 1, 0, 30.18896
D:\dataset\IMG\center_2021_01_24_16_56_56_814.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_814.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_814.jpg, 0, 1, 0, 30.19018
D:\dataset\IMG\center_2021_01_24_16_56_56_917.jpg, D:\dataset\IMG\left_2021_01_24_16_56_56_917.jpg, D:\dataset\IMG\right_2021_01_24_16_56_56_917.jpg, 0, 1, 0, 30.19026
D:\dataset\IMG\center_2021_01_24_16_56_57_018.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_018.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_018.jpg, 0, 1, 0, 30.19029
D:\dataset\IMG\center_2021_01_24_16_56_57_119.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_119.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_119.jpg, 0, 1, 0, 30.19028
D:\dataset\IMG\center_2021_01_24_16_56_57_220.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_220.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_220.jpg, 0, 1, 0, 30.1903
D:\dataset\IMG\center_2021_01_24_16_56_57_323.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_323.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_323.jpg, -0.3065044, 1, 0, 30.16762
D:\dataset\IMG\center_2021_01_24_16_56_57_424.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_424.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_424.jpg, -0.1863496, 1, 0, 30.18996
D:\dataset\IMG\center_2021_01_24_16_56_57_526.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_526.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_526.jpg, 0, 1, 0, 30.18898
D:\dataset\IMG\center_2021_01_24_16_56_57_626.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_626.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_626.jpg, 0, 1, 0, 30.1901
D:\dataset\IMG\center_2021_01_24_16_56_57_728.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_728.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_728.jpg, 0, 1, 0, 30.19026
D:\dataset\IMG\center_2021_01_24_16_56_57_830.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_830.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_830.jpg, 0, 1, 0, 30.19034
D:\dataset\IMG\center_2021_01_24_16_56_57_933.jpg, D:\dataset\IMG\left_2021_01_24_16_56_57_933.jpg, D:\dataset\IMG\right_2021_01_24_16_56_57_933.jpg, -0.0203049, 1, 0, 30.19022
D:\dataset\IMG\center_2021_01_24_16_56_58_034.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_034.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_034.jpg, -0.1767678, 1, 0, 30.18294
D:\dataset\IMG\center_2021_01_24_16_56_58_136.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_136.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_136.jpg, 0, 1, 0, 30.18997
D:\dataset\IMG\center_2021_01_24_16_56_58_235.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_235.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_235.jpg, 0, 1, 0, 30.19024
D:\dataset\IMG\center_2021_01_24_16_56_58_338.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_338.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_338.jpg, -0.1471497, 1, 0, 30.18519
D:\dataset\IMG\center_2021_01_24_16_56_58_439.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_439.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_439.jpg, -0.3462015, 1, 0, 30.16736
D:\dataset\IMG\center_2021_01_24_16_56_58_542.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_542.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_542.jpg, 0, 1, 0, 30.18815
D:\dataset\IMG\center_2021_01_24_16_56_58_645.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_645.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_645.jpg, 0, 1, 0, 30.18992
D:\dataset\IMG\center_2021_01_24_16_56_58_745.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_745.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_745.jpg, 0, 1, 0, 30.19029
D:\dataset\IMG\center_2021_01_24_16_56_58_849.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_849.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_849.jpg, 0, 1, 0, 30.19028
D:\dataset\IMG\center_2021_01_24_16_56_58_950.jpg, D:\dataset\IMG\left_2021_01_24_16_56_58_950.jpg, D:\dataset\IMG\right_2021_01_24_16_56_58_950.jpg, 0, 1, 0, 30.19031
D:\dataset\IMG\center_2021_01_24_16_56_59_051.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_051.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_051.jpg, 0, 1, 0, 30.19029
D:\dataset\IMG\center_2021_01_24_16_56_59_154.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_154.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_154.jpg, -0.2054265, 1, 0, 30.17882
D:\dataset\IMG\center_2021_01_24_16_56_59_255.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_255.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_255.jpg, -0.1983717, 1, 0, 30.18773
D:\dataset\IMG\center_2021_01_24_16_56_59_357.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_357.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_357.jpg, 0, 1, 0, 30.18898
D:\dataset\IMG\center_2021_01_24_16_56_59_460.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_460.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_460.jpg, 0, 1, 0, 30.18961
D:\dataset\IMG\center_2021_01_24_16_56_59_565.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_565.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_565.jpg, 0, 1, 0, 30.19032
D:\dataset\IMG\center_2021_01_24_16_56_59_667.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_667.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_667.jpg, -0.2110254, 1, 0, 30.17852
D:\dataset\IMG\center_2021_01_24_16_56_59_768.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_768.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_768.jpg, -0.1172487, 1, 0, 30.19059
D:\dataset\IMG\center_2021_01_24_16_56_59_869.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_869.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_869.jpg, 0, 1, 0, 30.18979
D:\dataset\IMG\center_2021_01_24_16_56_59_969.jpg, D:\dataset\IMG\left_2021_01_24_16_56_59_969.jpg, D:\dataset\IMG\right_2021_01_24_16_56_59_969.jpg, 0, 1, 0, 30.19024
D:\dataset\IMG\center_2021_01_24_16_57_00_071.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_071.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_071.jpg, 0, 1, 0, 30.19028
D:\dataset\IMG\center_2021_01_24_16_57_00_175.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_175.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_175.jpg, -0.0828255, 1, 0, 30.18879
D:\dataset\IMG\center_2021_01_24_16_57_00_277.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_277.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_277.jpg, -0.2782125, 1, 0, 30.17317
D:\dataset\IMG\center_2021_01_24_16_57_00_377.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_377.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_377.jpg, 0, 1, 0, 30.18848
D:\dataset\IMG\center_2021_01_24_16_57_00_478.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_478.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_478.jpg, 0, 1, 0, 30.19046
D:\dataset\IMG\center_2021_01_24_16_57_00_578.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_578.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_578.jpg, 0, 1, 0, 30.18985
D:\dataset\IMG\center_2021_01_24_16_57_00_679.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_679.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_679.jpg, 0, 1, 0, 30.19133
D:\dataset\IMG\center_2021_01_24_16_57_00_780.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_780.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_780.jpg, 0, 1, 0, 30.19068
D:\dataset\IMG\center_2021_01_24_16_57_00_883.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_883.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_883.jpg, 0, 1, 0, 30.19021
D:\dataset\IMG\center_2021_01_24_16_57_00_983.jpg, D:\dataset\IMG\left_2021_01_24_16_57_00_983.jpg, D:\dataset\IMG\right_2021_01_24_16_57_00_983.jpg, -0.1477362, 1, 0, 30.18408
D:\dataset\IMG\center_2021_01_24_16_57_01_085.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_085.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_085.jpg, -0.1427829, 1, 0, 30.18912
D:\dataset\IMG\center_2021_01_24_16_57_01_186.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_186.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_186.jpg, 0, 1, 0, 30.18976
D:\dataset\IMG\center_2021_01_24_16_57_01_287.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_287.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_287.jpg, 0, 1, 0, 30.18999
D:\dataset\IMG\center_2021_01_24_16_57_01_387.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_387.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_387.jpg, 0, 1, 0, 30.19008
D:\dataset\IMG\center_2021_01_24_16_57_01_488.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_488.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_488.jpg, 0, 1, 0, 30.18995
D:\dataset\IMG\center_2021_01_24_16_57_01_592.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_592.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_592.jpg, 0, 1, 0, 30.19014
D:\dataset\IMG\center_2021_01_24_16_57_01_695.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_695.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_695.jpg, -0.2708319, 1, 0, 30.17279
D:\dataset\IMG\center_2021_01_24_16_57_01_797.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_797.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_797.jpg, -0.04640845, 1, 0, 30.19056
D:\dataset\IMG\center_2021_01_24_16_57_01_897.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_897.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_897.jpg, 0, 1, 0, 30.18997
D:\dataset\IMG\center_2021_01_24_16_57_01_999.jpg, D:\dataset\IMG\left_2021_01_24_16_57_01_999.jpg, D:\dataset\IMG\right_2021_01_24_16_57_01_999.jpg, 0, 1, 0, 30.19026
D:\dataset\IMG\center_2021_01_24_16_57_02_100.jpg, D:\dataset\IMG\left_2021_01_24_16_57_02_100.jpg, D:\dataset\IMG\right_2021_01_24_16_57_02_100.jpg, 0, 1, 0, 30.19029
D:\dataset\IMG\center_2021_01_24_16_57_02_201.jpg, D:\dataset\IMG\left_2021_01_24_16_57_02_201.jpg, D:\dataset\IMG\right_2021_01_24_16_57_02_201.jpg, -0.2430423, 1, 0, 30.17636
D:\dataset\IMG\center_2021_01_24_16_57_02_302.jpg, D:\dataset\IMG\left_2021_01_24_16_57_02_302.jpg, D:\dataset\IMG\right_2021_01_24_16_57_02_302.jpg, 0, 1, 0, 30.18915
D:\dataset\IMG\center_2021_01_24_16_57_02_404.jpg, D:\dataset\IMG\left_2021_01_24_16_57_02_404.jpg, D:\dataset\IMG\right_2021_01_24_16_57_02_404.jpg, 0, 1, 0, 30.19018
D:\dataset\IMG\center_2021_01_24_16_57_02_505.jpg, D:\dataset\IMG\left_2021_01_24_16_57_02_505.jpg, D:\dataset\IMG\right_2021_01_24_16_57_02_505.jpg, 0, 1, 0, 30.18991
D:\dataset\IMG\center_2021_01_24_16_57_02_605.jpg, D:\dataset\IMG\left_2021_01_24_16_57_02_605.jpg, D:\dataset\IMG\right_2021_01_24_16_57_02_605.jpg, 0, 1, 0, 30.1903
D:\dataset\IMG\center_2021_01_24_16_57_02_707.jpg, D:\dataset\IMG\left_2021_01_24_16_57_02_707.jpg, D:\dataset\IMG\right_2021_01_24_16_57_02_707.jpg, 0, 1, 0, 30.19019
D:\dataset\IMG\center_2021_01_24_16_57_02_807.jpg, D:\dataset\IMG\left_2021_01_24_16_57_02_807.jpg, D:\dataset\IMG\right_2021_01_24_16_57_02_807.jpg, 0, 1, 0, 30.19032
D:\dataset\IMG\center_2021_01_24_16_57_02_908.jpg, D:\dataset\IMG\left_2021_01_24_16_57_02_908.jpg, D:\dataset\IMG\right_2021_01_24_16_57_02_908.jpg, -0.07092, 1, 0, 30.18909
D:\dataset\IMG\center_2021_01_24_16_57_03_009.jpg, D:\dataset\IMG\left_2021_01_24_16_57_03_009.jpg, D:\dataset\IMG\right_2021_01_24_16_57_03_009.jpg, -0.18945, 1, 0, 30.18413
D:\dataset\IMG\center_2021_01_24_16_57_03_112.jpg, D:\dataset\IMG\left_2021_01_24_16_57_03_112.jpg, D:\dataset\IMG\right_2021_01_24_16_57_03_112.jpg, 0, 1, 0, 30.18966
D:\dataset\IMG\center_2021_01_24_16_57_03_214.jpg, D:\dataset\IMG\left_2021_01_24_16_57_03_214.jpg, D:\dataset\IMG\right_2021_01_24_16_57_03_214.jpg, 0, 1, 0, 30.1902
D:\dataset\IMG\center_2021_01_24_16_57_03_314.jpg, D:\dataset\IMG\left_2021_01_24_16_57_03_314.jpg, D:\dataset\IMG\right_2021_01_24_16_57_03_314.jpg, 0, 1, 0, 30.19029
